002138,顺络电子,Y,Y,Y,Y,Y
002140,东华科技,Y,Y,Y,Y,Y
002142,宁波银行,Y,Y,Y,Y,Y
002146,荣盛发展,Y,Y,Y,Y,Y
002148,北纬通信,Y,Y,Y,Y,Y
002151,北斗星通,Y,Y,Y,Y,Y
002152,广电运通,Y,Y,Y,Y,Y
002153,石基信息,Y,Y,Y,Y,Y
002154,报 喜 鸟,Y,Y,Y,Y,Y
002158,汉钟精机,Y,Y,Y,Y,Y
002161,远 望 谷,Y,Y,Y,Y,Y
002176,江特电机,Y,Y,Y,Y,Y
002179,中航光电,Y,Y,Y,Y,Y
002181,粤 传 媒,Y,Y,Y,Y,Y
002183,怡 亚 通,Y,Y,Y,Y,Y
002185,华天科技,Y,Y,Y,Y,Y
002190,成飞集成,Y,Y,Y,Y,Y
002191,劲嘉股份,Y,Y,Y,Y,Y
002202,金风科技,Y,Y,Y,Y,Y
002203,海亮股份,Y,Y,Y,Y,Y
002204,大连重工,Y,Y,Y,Y,Y
002219,恒康医疗,Y,Y,Y,Y,Y
002221,东华能源,Y,Y,Y,Y,Y
002223,鱼跃医疗,Y,Y,Y,Y,Y
002229,鸿博股份,Y,Y,Y,Y,Y
002230,科大讯飞,Y,Y,Y,Y,Y
002233,塔牌集团,Y,Y,Y,Y,Y
002236,大华股份,Y,Y,Y,Y,Y
002237,恒邦股份,Y,Y,Y,Y,Y
002241,歌尔声学,Y,Y,Y,Y,Y
002242,九阳股份,Y,Y,Y,Y,Y
002244,滨江集团,Y,Y,Y,Y,Y
002250,联化科技,Y,Y,Y,Y,Y
002251,步 步 高,Y,Y,Y,Y,Y
002252,上海莱士,Y,Y,Y,Y,Y
002261,拓维信息,Y,Y,Y,Y,Y
002262,恩华药业,Y,Y,Y,Y,Y
002266,浙富控股,Y,Y,Y,Y,Y
002267,陕天然气,Y,Y,Y,Y,Y
002268,卫 士 通,Y,Y,Y,Y,Y
002269,美邦服饰,Y,Y,Y,Y,Y
002273,水晶光电,Y,Y,Y,Y,Y
002275,桂林三金,Y,Y,Y,Y,Y
002276,万马股份,Y,Y,Y,Y,Y
002277,友阿股份,Y,Y,Y,Y,Y
002281,光迅科技,Y,Y,Y,Y,Y
002285,世联行,Y,Y,Y,Y,Y
002287,奇正藏药,Y,Y,Y,Y,Y
002292,奥飞娱乐,Y,Y,Y,Y,Y
002293,罗莱生活,Y,Y,Y,Y,Y
002294,信立泰,Y,Y,Y,Y,Y
002299,圣农发展,Y,Y,Y,Y,Y
002304,洋河股份,Y,Y,Y,Y,Y
002307,北新路桥,Y,Y,Y,Y,Y
002308,威创股份,Y,Y,Y,Y,Y
002310,东方园林,Y,Y,Y,Y,Y
002311,海大集团,Y,Y,Y,Y,Y
002312,三泰控股,Y,Y,Y,Y,Y
002313,日海通讯,Y,Y,Y,Y,Y
002317,众生药业,Y,Y,Y,Y,Y
002318,久立特材,Y,Y,Y,Y,Y
002325,洪涛股份,Y,Y,Y,Y,Y
002340,格林美,Y,Y,Y,Y,Y
002344,海宁皮城,Y,Y,Y,Y,Y
002353,杰瑞股份,Y,Y,Y,Y,Y
002355,兴民钢圈,Y,Y,Y,Y,Y
002368,太极股份,Y,Y,Y,Y,Y
002369,卓翼科技,Y,Y,Y,Y,Y
002371,七星电子,Y,Y,Y,Y,Y
002375,亚厦股份,Y,Y,Y,Y,Y
002378,章源钨业,Y,Y,Y,Y,Y
002385,大北农,Y,Y,Y,Y,Y
002393,力生制药,Y,Y,Y,Y,Y
002396,星网锐捷,Y,Y,Y,Y,Y
002399,海普瑞,Y,Y,Y,Y,Y
002400,省广股份,Y,Y,Y,Y,Y
002401,中海科技,Y,Y,Y,Y,Y
002405,四维图新,Y,Y,Y,Y,Y
002407,多氟多,Y,Y,Y,Y,Y
002408,齐翔腾达,Y,Y,Y,Y,Y
002410,广联达,Y,Y,Y,Y,Y
002414,高德红外,Y,Y,Y,Y,Y
002415,海康威视,Y,Y,Y,Y,Y
002416,爱施德,Y,Y,Y,Y,Y
002419,天虹商场,Y,Y,Y,Y,Y
002424,贵州百灵,Y,Y,Y,Y,Y
002428,云南锗业,Y,Y,Y,Y,Y
002429,兆驰股份,Y,Y,Y,Y,Y
002431,棕榈股份,Y,Y,Y,Y,Y
002437,誉衡药业,Y,Y,Y,Y,Y
002439,启明星辰,Y,Y,Y,Y,Y
002440,闰土股份,Y,Y,Y,Y,Y
002444,巨星科技,Y,Y,Y,Y,Y
002450,康得新,Y,Y,Y,Y,Y
002456,欧菲光,Y,Y,Y,Y,Y
002460,赣锋锂业,Y,Y,Y,Y,Y
002461,珠江啤酒,Y,Y,Y,Y,Y
002465,海格通信,Y,Y,Y,Y,Y
002467,二六三,Y,Y,Y,Y,Y
002470,金正大,Y,Y,Y,Y,Y
002474,榕基软件,Y,Y,Y,Y,Y
002475,立讯精密,Y,Y,Y,Y,Y
002476,宝莫股份,Y,Y,Y,Y,Y
002482,广田股份,Y,Y,Y,Y,Y
002490,山东墨龙,Y,Y,Y,Y,Y
002493,荣盛石化,Y,Y,Y,Y,Y
002500,山西证券,Y,Y,Y,Y,Y
002501,利源精制,Y,Y,Y,Y,Y
002508,老板电器,Y,Y,Y,Y,Y
002518,科士达,Y,Y,Y,Y,Y
002524,光正集团,Y,Y,Y,Y,Y
002556,辉隆股份,Y,Y,Y,Y,Y
002570,贝因美,Y,Y,Y,Y,Y
002571,德力股份,Y,Y,Y,Y,Y
002573,清新环境,Y,Y,Y,Y,Y
002574,明牌珠宝,Y,Y,Y,Y,Y
002577,雷柏科技,Y,Y,Y,Y,Y
002579,中京电子,Y,Y,Y,Y,Y
002594,比亚迪,Y,Y,Y,Y,Y
002603,以岭药业,Y,Y,Y,Y,Y
002642,荣之联,Y,Y,Y,Y,Y
002646,青青稞酒,Y,Y,Y,Y,Y
002648,卫星石化,Y,Y,Y,Y,Y
002653,海思科,Y,Y,Y,Y,Y
002673,西部证券,Y,Y,Y,Y,Y
002681,奋达科技,Y,Y,Y,Y,Y
002701,奥瑞金,Y,Y,Y,Y,Y
159901,深100ETF,Y,Y,Y,Y,Y
159902,中 小 板,Y,Y,Y,Y,Y
159903,深成ETF,Y,Y,Y,Y,Y
159919,300ETF,Y,Y,Y,Y,Y
159925,南方300,Y,Y,Y,Y,Y
159933,金地ETF,Y,Y,Y,Y,Y
159943,深证ETF,N,N,N,N,N
510060,央企ETF,N,N,N,N,N
510070,民企ETF,N,N,N,N,N
300001,特锐德,Y,Y,Y,Y,Y
300002,神州泰岳,Y,Y,Y,Y,Y
300003,乐普医疗,Y,Y,Y,Y,Y
300005,探路者,Y,Y,Y,Y,Y
300010,立思辰,Y,Y,Y,Y,Y
300014,亿纬锂能,Y,Y,Y,Y,Y
300015,爱尔眼科,Y,Y,Y,Y,Y
300017,网宿科技,Y,Y,Y,Y,Y
300020,银江股份,Y,Y,Y,Y,Y
300024,机器人,Y,Y,Y,Y,Y
300026,红日药业,Y,Y,Y,Y,Y
300027,华谊兄弟,Y,Y,Y,Y,Y
300034,钢研高纳,Y,Y,Y,Y,Y
300039,上海凯宝,Y,Y,Y,Y,Y
300052,中青宝,Y,Y,Y,Y,Y
300053,欧比特,Y,Y,Y,Y,Y
300055,万邦达,Y,Y,Y,Y,Y
300058,蓝色光标,Y,Y,Y,Y,Y
300059,东方财富,Y,Y,Y,Y,Y
300065,海兰信,Y,Y,Y,Y,Y
300070,碧水源,Y,Y,Y,Y,Y
300072,三聚环保,Y,Y,Y,Y,Y
300074,华平股份,Y,Y,Y,Y,Y
300077,国民技术,Y,Y,Y,Y,Y
300079,数码视讯,Y,Y,Y,Y,Y
300088,长信科技,Y,Y,Y,Y,Y
300090,盛运环保,Y,Y,Y,Y,Y
300093,金刚玻璃,Y,Y,Y,Y,Y
300104,乐视网,Y,Y,Y,Y,Y
300115,长盈精密,Y,Y,Y,Y,Y
300122,智飞生物,Y,Y,Y,Y,Y
300124,汇川技术,Y,Y,Y,Y,Y
300128,锦富新材,Y,Y,Y,Y,Y
300133,华策影视,Y,Y,Y,Y,Y
300134,大富科技,Y,Y,Y,Y,Y
300146,汤臣倍健,Y,Y,Y,Y,Y
300147,香雪制药,Y,Y,Y,Y,Y
300152,科融环境,Y,Y,Y,Y,Y
300157,恒泰艾普,Y,Y,Y,Y,Y
300168,万达信息,Y,Y,Y,Y,Y
300170,汉得信息,Y,Y,Y,Y,Y
300191,潜能恒信,Y,Y,Y,Y,Y
300199,翰宇药业,Y,Y,Y,Y,Y
300202,聚龙股份,Y,Y,Y,Y,Y
300203,聚光科技,Y,Y,Y,Y,Y
300205,天喻信息,Y,Y,Y,Y,Y
300212,易华录,Y,Y,Y,Y,Y
300216,千山药机,Y,Y,Y,Y,Y
300226,上海钢联,Y,Y,Y,Y,Y
300228,富瑞特装,Y,Y,Y,Y,Y
300251,光线传媒,Y,Y,Y,Y,Y
300253,卫宁健康,Y,Y,Y,Y,Y
300257,开山股份,Y,Y,Y,Y,Y
300273,和佳股份,Y,Y,Y,Y,Y
300274,阳光电源,Y,Y,Y,Y,Y
300315,掌趣科技,Y,Y,Y,Y,Y
300355,蒙草抗旱,Y,Y,Y,Y,Y
,,,,,,
