159922,500ETF,0.07%
159935,景顺500,1.66%
160119,南方500,0.69%
160616,鹏华500,10000.00%
510500,500ETF,0.11%
510510,广发500,0.37%
510520,诺安500,4.25%
510560,国寿500,2.26%
162711,广发500L,0.64%
512500,中证500,0.70%
512510,ETF500,0.08%
510580,ZZ500ETF,1.68%
161017,富国500,0.55%
,,
,,
,,
