159934,黄金ETF,0.07%,,,,,,,,,
159937,博时黄金,0.04%,,,,,,,,,
160719,嘉实黄金,0.14%,,,,,,,,,
164701,添富贵金,0.49%,,,,,,,,,
161116,易基黄金,0.14%,,,,,,,,,
161226,白银基金,0.20%,,,,,,,,,
518800,黄金基金,0.04%,,,,,,,,,
518880,黄金ETF,0.04%,,,,,,,,,
